loan_id,origination_month,original_balance,original_term_months,original_interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type,servicer_name,vintage
LN101755,2021-09-01,359800.0,180,3.217,780+,61-70,31-36,WA,Purchase,Condo,Primary,Highland Capital Servicing,2021
LN101756,2022-11-01,391000.0,180,5.391,620-659,61-70,37-43,PA,Purchase,Condo,Primary,Highland Capital Servicing,2022
LN101757,2022-05-01,194500.0,360,4.173,780+,91-95,21-30,FL,Purchase,Manufactured,Primary,Cornerstone Servicing,2022
LN101758,2019-11-01,143400.0,360,4.402,660-699,81-90,31-36,AZ,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN101759,2020-07-01,270600.0,180,4.138,740-779,71-80,44-50,TX,Purchase,Multi-Family,Primary,Cornerstone Servicing,2020
LN101760,2020-11-01,509000.0,360,4.252,780+,91-95,37-43,NY,Refinance,Condo,Primary,Meridian Loan Services,2020
LN101761,2023-11-01,238300.0,360,6.375,<620,61-70,44-50,PA,Purchase,Condo,Primary,Cornerstone Servicing,2023
LN101762,2022-09-01,283100.0,360,4.024,780+,81-90,>50,NY,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101763,2020-11-01,207800.0,360,3.83,700-739,61-70,31-36,TX,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN101764,2022-10-01,184100.0,360,3.951,740-779,61-70,37-43,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101765,2022-10-01,310600.0,180,5.623,620-659,71-80,37-43,IL,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101766,2021-01-01,220200.0,360,4.084,700-739,71-80,37-43,OH,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101767,2021-01-01,276900.0,360,4.27,740-779,>95,37-43,NY,Refinance,Multi-Family,Primary,Apex Mortgage Co,2021
LN101768,2023-08-01,290200.0,360,5.57,700-739,71-80,37-43,NY,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN101769,2021-11-01,270100.0,360,4.526,620-659,81-90,44-50,TX,Cash-Out Refinance,Multi-Family,Primary,Cornerstone Servicing,2021
LN101770,2019-10-01,296900.0,360,4.21,660-699,81-90,31-36,IL,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101771,2022-09-01,157300.0,360,4.489,780+,81-90,37-43,TX,Refinance,Condo,Primary,Cornerstone Servicing,2022
LN101772,2022-01-01,153100.0,180,5.104,<620,91-95,21-30,MI,Cash-Out Refinance,Single Family,Second Home,Cornerstone Servicing,2022
LN101773,2021-08-01,226600.0,360,3.593,740-779,71-80,37-43,NC,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101774,2022-09-01,229000.0,360,3.851,780+,71-80,37-43,NY,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101775,2023-09-01,182600.0,360,6.197,<620,61-70,44-50,NC,Refinance,Multi-Family,Primary,Meridian Loan Services,2023
LN101776,2020-09-01,257400.0,360,4.946,620-659,61-70,31-36,CA,Refinance,Single Family,Primary,Sunrise Servicing,2020
LN101777,2021-03-01,347600.0,360,4.116,740-779,91-95,31-36,FL,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101778,2019-12-01,394100.0,180,4.984,<620,71-80,31-36,NY,Purchase,Multi-Family,Primary,Apex Mortgage Co,2019
LN101779,2022-05-01,436100.0,360,4.735,700-739,71-80,21-30,NY,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN101780,2021-01-01,127800.0,360,4.054,740-779,61-70,21-30,NC,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101781,2020-10-01,136900.0,360,4.171,700-739,71-80,44-50,AZ,Cash-Out Refinance,Single Family,Second Home,Meridian Loan Services,2020
LN101782,2022-08-01,202700.0,360,5.492,660-699,81-90,21-30,FL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101783,2021-02-01,239500.0,360,3.734,740-779,61-70,>50,FL,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101784,2021-05-01,207500.0,360,4.397,700-739,81-90,21-30,OH,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101785,2021-04-01,180100.0,360,4.407,660-699,81-90,37-43,TX,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101786,2020-05-01,201400.0,360,4.372,700-739,81-90,37-43,CA,Refinance,Single Family,Second Home,Sunrise Servicing,2020
LN101787,2019-08-01,287100.0,360,3.249,780+,61-70,37-43,AZ,Purchase,Condo,Primary,Sunrise Servicing,2019
LN101788,2023-04-01,127000.0,360,4.937,740-779,81-90,37-43,PA,Purchase,Manufactured,Investment,Sunrise Servicing,2023
LN101789,2019-06-01,663000.0,180,4.361,700-739,61-70,37-43,AZ,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101790,2020-09-01,233200.0,360,4.615,660-699,71-80,44-50,TX,Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101791,2022-06-01,370600.0,180,5.255,620-659,81-90,37-43,CA,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101792,2019-09-01,177900.0,360,4.215,660-699,81-90,<=20,NY,Purchase,Condo,Primary,Highland Capital Servicing,2019
LN101793,2022-05-01,299100.0,360,5.275,<620,61-70,21-30,WA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101794,2022-10-01,241600.0,360,4.132,780+,91-95,37-43,CA,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101795,2022-06-01,339600.0,360,4.797,660-699,<=60,31-36,CA,Cash-Out Refinance,Single Family,Investment,Meridian Loan Services,2022
LN101796,2020-07-01,211200.0,360,4.079,740-779,81-90,31-36,CA,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN101797,2019-02-01,464300.0,180,4.796,620-659,>95,37-43,PA,Purchase,Condo,Primary,Highland Capital Servicing,2019
LN101798,2023-08-01,118000.0,360,5.987,660-699,71-80,31-36,PA,Cash-Out Refinance,Single Family,Second Home,Cornerstone Servicing,2023
LN101799,2020-09-01,354100.0,360,4.509,700-739,81-90,37-43,GA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101800,2023-02-01,243600.0,180,5.352,660-699,81-90,37-43,CA,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101801,2020-01-01,146100.0,360,3.928,740-779,81-90,37-43,NC,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101802,2019-11-01,555900.0,360,3.373,780+,81-90,37-43,NY,Purchase,Single Family,Second Home,Meridian Loan Services,2019
LN101803,2023-01-01,530700.0,360,4.267,780+,81-90,44-50,CA,Purchase,Condo,Primary,Meridian Loan Services,2023
LN101804,2023-11-01,90800.0,360,5.885,620-659,61-70,37-43,FL,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN101805,2023-06-01,250100.0,360,4.815,740-779,81-90,>50,IL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101806,2022-11-01,317300.0,360,5.332,620-659,61-70,21-30,FL,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101807,2020-04-01,281700.0,180,3.435,780+,>95,37-43,AZ,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101808,2023-09-01,456800.0,360,5.44,700-739,61-70,37-43,NY,Cash-Out Refinance,Multi-Family,Primary,Meridian Loan Services,2023
LN101809,2022-06-01,416000.0,360,4.904,660-699,61-70,31-36,FL,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101810,2019-11-01,260200.0,360,4.769,620-659,91-95,21-30,GA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101811,2019-09-01,643500.0,360,4.27,<620,61-70,31-36,GA,Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101812,2023-07-01,352100.0,180,5.502,660-699,71-80,31-36,CA,Purchase,Manufactured,Investment,Highland Capital Servicing,2023
LN101813,2020-06-01,197200.0,360,3.332,780+,81-90,44-50,OH,Cash-Out Refinance,Condo,Primary,Cornerstone Servicing,2020
LN101814,2022-12-01,180100.0,360,4.326,740-779,61-70,31-36,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN101815,2019-09-01,404100.0,360,3.6,780+,61-70,21-30,FL,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101816,2020-06-01,161600.0,360,4.243,620-659,71-80,37-43,NC,Cash-Out Refinance,Condo,Primary,Apex Mortgage Co,2020
LN101817,2020-06-01,192100.0,360,3.887,700-739,61-70,31-36,IL,Refinance,Condo,Investment,Apex Mortgage Co,2020
LN101818,2020-06-01,207400.0,360,4.516,660-699,61-70,<=20,FL,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN101819,2022-06-01,271000.0,360,4.179,700-739,<=60,37-43,TX,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN101820,2023-09-01,211700.0,360,5.549,660-699,71-80,31-36,IL,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101821,2023-09-01,127700.0,180,6.112,660-699,71-80,21-30,FL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101822,2022-10-01,389600.0,360,4.689,700-739,<=60,37-43,WA,Refinance,Single Family,Second Home,Apex Mortgage Co,2022
LN101823,2020-01-01,192500.0,360,4.901,620-659,81-90,37-43,IL,Purchase,Single Family,Investment,Highland Capital Servicing,2020
LN101824,2023-12-01,573200.0,360,5.919,700-739,81-90,37-43,MI,Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101825,2021-10-01,264800.0,180,3.609,740-779,<=60,31-36,FL,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101826,2021-10-01,408500.0,360,4.889,620-659,71-80,21-30,MI,Cash-Out Refinance,Condo,Primary,Cornerstone Servicing,2021
LN101827,2022-08-01,306800.0,360,4.497,780+,91-95,>50,CA,Purchase,Condo,Second Home,Apex Mortgage Co,2022
LN101828,2022-12-01,417400.0,180,4.571,700-739,81-90,37-43,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101829,2023-12-01,298500.0,360,5.433,740-779,71-80,<=20,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101830,2022-01-01,256700.0,360,3.749,740-779,71-80,44-50,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101831,2022-02-01,377700.0,360,3.679,740-779,61-70,21-30,WA,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN101832,2022-11-01,706900.0,360,4.809,740-779,81-90,44-50,NC,Purchase,Single Family,Investment,Highland Capital Servicing,2022
LN101833,2020-04-01,204600.0,360,3.739,780+,91-95,37-43,OH,Refinance,Condo,Primary,Apex Mortgage Co,2020
LN101834,2020-08-01,330300.0,360,4.647,700-739,91-95,>50,IL,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101835,2022-03-01,230400.0,360,4.644,660-699,61-70,>50,IL,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101836,2019-05-01,290000.0,180,4.809,620-659,71-80,21-30,GA,Purchase,Condo,Investment,Highland Capital Servicing,2019
LN101837,2020-08-01,235400.0,360,3.782,700-739,61-70,37-43,MI,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN101838,2022-09-01,87500.0,360,5.399,<620,71-80,21-30,OH,Refinance,Single Family,Second Home,Sunrise Servicing,2022
LN101839,2024-01-01,211100.0,180,5.835,660-699,71-80,37-43,NC,Purchase,Condo,Second Home,Cornerstone Servicing,2024
LN101840,2021-09-01,362100.0,360,5.291,<620,81-90,37-43,TX,Purchase,Multi-Family,Second Home,Apex Mortgage Co,2021
LN101841,2021-01-01,163700.0,180,3.881,700-739,61-70,<=20,AZ,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101842,2021-04-01,349600.0,360,4.678,620-659,91-95,<=20,CA,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101843,2022-07-01,250900.0,360,4.115,700-739,<=60,<=20,FL,Cash-Out Refinance,Single Family,Second Home,Cornerstone Servicing,2022
LN101844,2021-10-01,211900.0,360,4.127,740-779,<=60,21-30,WA,Refinance,Single Family,Investment,Meridian Loan Services,2021
LN101845,2019-02-01,347200.0,180,3.823,740-779,91-95,21-30,TX,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101846,2021-10-01,313800.0,180,4.522,660-699,81-90,44-50,CA,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101847,2021-01-01,279100.0,360,3.926,700-739,71-80,31-36,FL,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101848,2022-08-01,364800.0,360,4.828,700-739,81-90,44-50,NY,Cash-Out Refinance,Condo,Primary,Apex Mortgage Co,2022
LN101849,2023-07-01,253100.0,360,4.818,700-739,61-70,44-50,WA,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2023
LN101850,2023-12-01,110200.0,360,5.165,740-779,61-70,37-43,MI,Purchase,Multi-Family,Primary,Cornerstone Servicing,2023
LN101851,2022-02-01,194800.0,180,4.299,660-699,71-80,31-36,NY,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101852,2020-11-01,102500.0,360,3.552,780+,71-80,44-50,AZ,Purchase,Condo,Primary,Meridian Loan Services,2020
LN101853,2021-04-01,310500.0,180,4.627,620-659,81-90,37-43,GA,Cash-Out Refinance,Single Family,Second Home,Apex Mortgage Co,2021
LN101854,2019-11-01,345700.0,360,3.936,740-779,61-70,37-43,MI,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2019
LN101855,2023-11-01,352800.0,360,5.761,700-739,81-90,44-50,TX,Purchase,Condo,Primary,Meridian Loan Services,2023
LN101856,2023-05-01,287800.0,360,5.341,660-699,81-90,37-43,NY,Cash-Out Refinance,Condo,Primary,Sunrise Servicing,2023
LN101857,2023-05-01,357000.0,360,4.918,740-779,61-70,31-36,CA,Cash-Out Refinance,Single Family,Second Home,Highland Capital Servicing,2023
LN101858,2020-09-01,113600.0,360,4.486,620-659,<=60,44-50,CA,Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN101859,2020-08-01,220000.0,180,3.684,740-779,71-80,31-36,NC,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101860,2023-06-01,122200.0,180,5.39,700-739,81-90,44-50,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN101861,2021-10-01,196600.0,180,4.226,620-659,81-90,<=20,IL,Refinance,Single Family,Investment,Sunrise Servicing,2021
LN101862,2022-08-01,478000.0,360,5.683,<620,81-90,<=20,GA,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN101863,2021-07-01,377700.0,360,3.578,740-779,71-80,31-36,CA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101864,2021-04-01,311100.0,360,4.182,660-699,61-70,<=20,NY,Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101865,2022-04-01,212800.0,360,4.106,780+,71-80,>50,GA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101866,2023-03-01,147700.0,360,4.517,740-779,61-70,<=20,WA,Refinance,Manufactured,Second Home,Highland Capital Servicing,2023
LN101867,2020-09-01,251200.0,180,4.096,740-779,81-90,37-43,FL,Purchase,Single Family,Second Home,Sunrise Servicing,2020
LN101868,2023-03-01,380700.0,360,5.279,660-699,61-70,21-30,AZ,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101869,2020-04-01,277700.0,360,3.824,740-779,61-70,>50,MI,Refinance,Single Family,Investment,Meridian Loan Services,2020
LN101870,2021-01-01,113100.0,360,3.504,780+,71-80,31-36,GA,Purchase,Condo,Primary,Sunrise Servicing,2021
LN101871,2023-09-01,242100.0,360,5.945,620-659,71-80,<=20,FL,Purchase,Single Family,Second Home,Highland Capital Servicing,2023
LN101872,2023-12-01,97600.0,180,6.426,660-699,81-90,<=20,NC,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101873,2023-10-01,331700.0,360,5.975,660-699,71-80,31-36,PA,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN101874,2020-08-01,169100.0,360,4.162,700-739,91-95,>50,FL,Purchase,Multi-Family,Second Home,Sunrise Servicing,2020
LN101875,2023-05-01,133200.0,360,4.749,740-779,91-95,>50,AZ,Cash-Out Refinance,Single Family,Investment,Cornerstone Servicing,2023
LN101876,2023-11-01,333700.0,180,5.623,700-739,91-95,31-36,WA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2023
LN101877,2024-01-01,297100.0,180,5.956,700-739,81-90,31-36,NY,Refinance,Single Family,Primary,Highland Capital Servicing,2024
LN101878,2019-02-01,256400.0,360,4.607,660-699,81-90,21-30,NC,Purchase,Single Family,Second Home,Cornerstone Servicing,2019
LN101879,2022-11-01,619300.0,360,5.623,620-659,81-90,31-36,IL,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101880,2024-02-01,307400.0,360,5.645,660-699,71-80,37-43,PA,Purchase,Single Family,Primary,Meridian Loan Services,2024
LN101881,2022-12-01,172800.0,360,4.379,780+,71-80,21-30,MI,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101882,2020-03-01,291700.0,360,4.404,700-739,81-90,37-43,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101883,2022-12-01,203100.0,360,5.003,660-699,<=60,44-50,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101884,2019-07-01,408400.0,360,3.901,740-779,<=60,<=20,FL,Purchase,Single Family,Investment,Sunrise Servicing,2019
LN101885,2021-06-01,262100.0,180,4.867,<620,91-95,21-30,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101886,2022-03-01,274000.0,360,4.481,660-699,<=60,21-30,FL,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101887,2021-05-01,120700.0,360,4.193,660-699,71-80,21-30,WA,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101888,2022-08-01,237400.0,360,4.248,780+,81-90,21-30,NY,Cash-Out Refinance,Single Family,Second Home,Highland Capital Servicing,2022
LN101889,2020-03-01,225200.0,360,3.805,740-779,61-70,37-43,TX,Cash-Out Refinance,Condo,Primary,Meridian Loan Services,2020
LN101890,2022-02-01,145700.0,360,4.665,700-739,91-95,21-30,WA,Purchase,Multi-Family,Second Home,Cornerstone Servicing,2022
LN101891,2022-05-01,209000.0,180,5.338,<620,61-70,37-43,IL,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN101892,2022-04-01,281000.0,180,4.994,620-659,91-95,44-50,FL,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101893,2020-06-01,230500.0,180,3.812,740-779,81-90,>50,CA,Cash-Out Refinance,Manufactured,Second Home,Sunrise Servicing,2020
LN101894,2020-07-01,122300.0,360,4.297,660-699,61-70,37-43,CA,Cash-Out Refinance,Manufactured,Primary,Cornerstone Servicing,2020
LN101895,2020-05-01,204200.0,360,3.33,780+,61-70,21-30,CA,Purchase,Single Family,Second Home,Sunrise Servicing,2020
LN101896,2021-05-01,187100.0,180,4.066,740-779,71-80,<=20,FL,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101897,2022-01-01,252000.0,360,4.313,700-739,71-80,21-30,OH,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN101898,2020-11-01,240000.0,180,3.429,740-779,61-70,>50,FL,Refinance,Manufactured,Primary,Apex Mortgage Co,2020
LN101899,2021-02-01,191900.0,360,3.811,780+,>95,>50,CA,Cash-Out Refinance,Condo,Investment,Meridian Loan Services,2021
LN101900,2020-06-01,188600.0,360,4.063,700-739,61-70,31-36,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2020
LN101901,2020-02-01,238100.0,360,3.754,740-779,91-95,31-36,NY,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN101902,2022-05-01,356200.0,360,3.825,780+,61-70,31-36,AZ,Purchase,Manufactured,Primary,Apex Mortgage Co,2022
LN101903,2023-03-01,261800.0,360,5.835,660-699,>95,21-30,FL,Purchase,Single Family,Investment,Sunrise Servicing,2023
LN101904,2020-07-01,438200.0,360,3.625,780+,61-70,>50,CA,Purchase,Single Family,Second Home,Apex Mortgage Co,2020
LN101905,2023-06-01,384600.0,360,6.0,620-659,71-80,21-30,OH,Purchase,Condo,Second Home,Apex Mortgage Co,2023
LN101906,2021-12-01,452900.0,360,3.58,740-779,71-80,31-36,WA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101907,2019-11-01,427600.0,180,3.638,740-779,61-70,31-36,PA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101908,2020-11-01,466600.0,360,4.035,700-739,81-90,21-30,MI,Purchase,Single Family,Second Home,Cornerstone Servicing,2020
LN101909,2019-01-01,137500.0,360,3.937,700-739,61-70,31-36,WA,Refinance,Single Family,Second Home,Highland Capital Servicing,2019
LN101910,2019-03-01,309100.0,360,3.999,700-739,71-80,44-50,GA,Purchase,Single Family,Second Home,Apex Mortgage Co,2019
LN101911,2020-09-01,399600.0,360,4.916,620-659,71-80,21-30,AZ,Purchase,Single Family,Second Home,Apex Mortgage Co,2020
LN101912,2021-05-01,433500.0,360,4.74,660-699,81-90,37-43,CA,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2021
LN101913,2023-02-01,163300.0,360,5.22,660-699,<=60,31-36,MI,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101914,2019-09-01,310500.0,360,3.738,700-739,61-70,21-30,MI,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN101915,2023-05-01,238900.0,180,4.748,700-739,61-70,<=20,WA,Refinance,Multi-Family,Investment,Meridian Loan Services,2023
LN101916,2020-03-01,530300.0,360,4.467,660-699,71-80,21-30,NY,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101917,2019-09-01,123700.0,180,3.61,780+,61-70,<=20,PA,Purchase,Manufactured,Primary,Highland Capital Servicing,2019
LN101918,2022-08-01,163400.0,360,5.011,660-699,91-95,31-36,TX,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101919,2022-12-01,102300.0,360,4.523,700-739,71-80,44-50,OH,Purchase,Single Family,Primary,Meridian Loan Services,2022
